,College,Department,Title,tags,courses
1010,College of Engineering,Department of Computer Science and Engineering,Networks Essentials,Technology,CNT 5008
1011,College of Engineering,Department of Computer Science and Engineering,Computer Networks,Technology,CNT 6215
1012,College of Engineering,Department of Computer Science and Engineering,Emerging Topics in Network Security,Technology,CNT 6410
1013,College of Engineering,Department of Computer Science and Engineering,Network Science,Technology,CNT 6806
1014,College of Engineering,Department of Computer Science and Engineering,Programming Concepts I,Technology,COP 2030
1015,College of Engineering,Department of Computer Science and Engineering,Object-Oriented Programming (Java SE),Technology,COP 2250
1016,College of Engineering,Department of Computer Science and Engineering,Programming Concepts,Technology,COP 2510
1017,College of Engineering,Department of Computer Science and Engineering,Programming Fundamentals for Information Technology,Technology,COP 2512
1018,College of Engineering,Department of Computer Science and Engineering,Object Oriented Programming for Information Technology,Technology,COP 2513
1019,College of Engineering,Department of Computer Science and Engineering,Database Systems Basics,Technology,COP 2700
1020,College of Engineering,Department of Computer Science and Engineering,Special Topics for Information Technology,Technology,COP 2930
1021,College of Engineering,Department of Computer Science and Engineering,Special Topics for Information Technology,Technology,COP 2931
1022,College of Engineering,Department of Computer Science and Engineering,Advanced Programming in JAVA,Technology,COP 3259
1023,College of Engineering,Department of Computer Science and Engineering,Object Oriented Software Design,Technology,COP 3331
