,College,Department,Title,tags,courses
5320,College of Arts and Sciences,School of Interdisciplinary Global Studies,International Organizations,Culture,INR 4502
5321,College of Arts and Sciences,School of Interdisciplinary Global Studies,Directed Readings,Culture,INR 4900
5322,College of Arts and Sciences,School of Interdisciplinary Global Studies,Directed Research,Culture,INR 4910
5323,College of Arts and Sciences,School of Interdisciplinary Global Studies,Selected Topics,Culture,INR 4931
5324,College of Arts and Sciences,School of Interdisciplinary Global Studies,Internship in International Studies,Culture,INR 4943
5325,College of Arts and Sciences,School of Interdisciplinary Global Studies,Latin America,Culture,LAS 3002
5326,College of Arts and Sciences,School of Interdisciplinary Global Studies,Latin America Through Film,Culture,LAS 3116
5327,College of Arts and Sciences,School of Interdisciplinary Global Studies,African Diaspora in Latin American and the Caribbean,Culture,LAS 4023
5328,College of Arts and Sciences,School of Interdisciplinary Global Studies,Selected Topics: Latin American Studies,Culture,LAS 4934
5329,College of Arts and Sciences,School of Interdisciplinary Global Studies,Internship in Latin American and the Caribbean,Culture,LAS 4940
5330,College of Arts and Sciences,School of Interdisciplinary Global Studies,American National Government,Culture,POS 2041
5331,College of Arts and Sciences,School of Interdisciplinary Global Studies,The American Political Tradition,Culture,POS 2080
5332,College of Arts and Sciences,School of Interdisciplinary Global Studies,State and Local Government and Politics,Culture,POS 2112
5333,College of Arts and Sciences,School of Interdisciplinary Global Studies,Veterans' Reintegration and Resilience,Culture,POS 3078
5334,College of Arts and Sciences,School of Interdisciplinary Global Studies,Introduction to Urban Politics and Government,Culture,POS 3142
5335,College of Arts and Sciences,School of Interdisciplinary Global Studies,Southern Politics,Culture,POS 3173
5336,College of Arts and Sciences,School of Interdisciplinary Global Studies,Florida Politics and Government,Culture,POS 3182
5337,College of Arts and Sciences,School of Interdisciplinary Global Studies,Practical Politics,Culture,POS 3273
5338,College of Arts and Sciences,School of Interdisciplinary Global Studies,The Campaign Process,Culture,POS 3275
5339,College of Arts and Sciences,School of Interdisciplinary Global Studies,Political Parties and Interest Groups,Culture,POS 3453
5340,College of Arts and Sciences,School of Interdisciplinary Global Studies,Introduction to Law and Politics,Culture,POS 3691
5341,College of Arts and Sciences,School of Interdisciplinary Global Studies,Environmental Law,Culture,POS 3697
5342,College of Arts and Sciences,School of Interdisciplinary Global Studies,Empirical Political Analysis,Culture,POS 3713
5343,College of Arts and Sciences,School of Interdisciplinary Global Studies,Selected Topics,Culture,POS 3931
5344,College of Arts and Sciences,School of Interdisciplinary Global Studies,"Political Behavior, Public Opinion, and Elections",Culture,POS 4204
5345,College of Arts and Sciences,School of Interdisciplinary Global Studies,The American Presidency,Culture,POS 4413
5346,College of Arts and Sciences,School of Interdisciplinary Global Studies,The American Congress,Culture,POS 4424
5347,College of Arts and Sciences,School of Interdisciplinary Global Studies,Constitutional Law I,Culture,POS 4614
5348,College of Arts and Sciences,School of Interdisciplinary Global Studies,Constitutional Law II,Culture,POS 4624
5349,College of Arts and Sciences,School of Interdisciplinary Global Studies,Independent Study,Culture,POS 4905
5350,College of Arts and Sciences,School of Interdisciplinary Global Studies,Individual Research,Culture,POS 4910
5351,College of Arts and Sciences,School of Interdisciplinary Global Studies,Field Work,Culture,POS 4941
5352,College of Arts and Sciences,School of Interdisciplinary Global Studies,Introduction to Political Theory,Culture,POT 3003
5353,College of Arts and Sciences,School of Interdisciplinary Global Studies,Classical Political Theory,Culture,POT 3013
5354,College of Arts and Sciences,School of Interdisciplinary Global Studies,Modern Political Theory,Culture,POT 4054
5355,College of Arts and Sciences,School of Interdisciplinary Global Studies,Contemporary Political Thought,Culture,POT 4064
5356,College of Arts and Sciences,School of Interdisciplinary Global Studies,Politics and Literature,Culture,POT 4109
5357,College of Arts and Sciences,School of Interdisciplinary Global Studies,American Political Thought,Culture,POT 4204
5358,College of Arts and Sciences,School of Interdisciplinary Global Studies,Selected Topics in Political Theory,Culture,POT 4936
5359,College of Arts and Sciences,School of Interdisciplinary Global Studies,Public Policy,Culture,PUP 4002
5360,College of Arts and Sciences,School of Interdisciplinary Global Studies,Environmental Politics and Policy,Culture,PUP 4203
5361,Muma College of Business,School of Marketing and Innovation,Principles of Business in Entrepreneurship,Business,ENT 3003
5362,Muma College of Business,School of Marketing and Innovation,Principles of Entrepreneurship,Business,ENT 3004
5363,Muma College of Business,School of Marketing and Innovation,New Venture Creation,Business,ENT 3013
5364,Muma College of Business,School of Marketing and Innovation,Creativity and Innovation in Entrepreneurial Firms,Business,ENT 3613
5365,Muma College of Business,School of Marketing and Innovation,New Venture Formation,Business,ENT 4014
5366,Muma College of Business,School of Marketing and Innovation,Entrepreneurial Leadership,Business,ENT 4214
5367,Muma College of Business,School of Marketing and Innovation,Scalability in Entrepreneurial Firms,Business,ENT 4244
5368,Muma College of Business,School of Marketing and Innovation,Fundamentals of Venture Capital and Private Equity,Business,ENT 4424
5369,Muma College of Business,School of Marketing and Innovation,Student Consulting in High Growth Ventures,Business,ENT 4945
5370,Muma College of Business,School of Marketing and Innovation,New Venture Formation,Business,ENT 6016
5371,Muma College of Business,School of Marketing and Innovation,Business Plan Development,Business,ENT 6116
5372,Muma College of Business,School of Marketing and Innovation,Mergers and Acquisitions: An Entrepreneurial Perspective,Business,ENT 6119
5373,Muma College of Business,School of Marketing and Innovation,Strategies in Technology Entrepreneurship,Business,ENT 6126
5374,Muma College of Business,School of Marketing and Innovation,Strategic Market Assessment,Business,ENT 6186
5375,Muma College of Business,School of Marketing and Innovation,Management Design Thinking,Business,ENT 6207
5376,Muma College of Business,School of Marketing and Innovation,Intellectual Property,Business,ENT 6312
5377,Muma College of Business,School of Marketing and Innovation,Fundamentals of Venture Capital and Private Equity,Business,ENT 6415
5378,Muma College of Business,School of Marketing and Innovation,Social Entrepreneurship,Business,ENT 6506
5379,Muma College of Business,School of Marketing and Innovation,Social Entrepreneurship II,Business,ENT 6509
5380,Muma College of Business,School of Marketing and Innovation,New Product Development,Business,ENT 6606
5381,Muma College of Business,School of Marketing and Innovation,Creativity and Design,Business,ENT 6619
5382,Muma College of Business,School of Marketing and Innovation,Innovation and Dali,Business,ENT 6636
5383,Muma College of Business,School of Marketing and Innovation,Global Entrepreneurship,Business,ENT 6706
5384,Muma College of Business,School of Marketing and Innovation,Sustainable Entrepreneurship,Business,ENT 6805
5385,Muma College of Business,School of Marketing and Innovation,Special Topics in Entrepreneurship,Business,ENT 6930
5386,Muma College of Business,School of Marketing and Innovation,Advanced Topics in Entrepreneurship,Business,ENT 6947
5387,Muma College of Business,School of Marketing and Innovation,Finance Honors Thesis,Business,FIN 4970
5388,Muma College of Business,School of Marketing and Innovation,Business Enterprise,Business,GEB 6118
5389,Muma College of Business,School of Marketing and Innovation,Leadership Speaker Series,Business,GEB 6226
5390,Muma College of Business,School of Marketing and Innovation,Management Through Constructive Persuasion,Business,GEB 6228
5391,Muma College of Business,School of Marketing and Innovation,Global Business Environment,Business,GEB 6368
5392,Muma College of Business,School of Marketing and Innovation,"Social, Ethical, and Legal Systems",Business,GEB 6445
5393,Muma College of Business,School of Marketing and Innovation,"Ethics, Law and Sustainable Business Practices",Business,GEB 6457
5394,Muma College of Business,School of Marketing and Innovation,Integrated Business Applications,Business,GEB 6895
5395,Muma College of Business,School of Marketing and Innovation,Management Ethics,Business,MAN 4063
5396,Muma College of Business,School of Marketing and Innovation,Entrepreneurship and Small Business Management,Business,MAN 4802
5397,Muma College of Business,School of Marketing and Innovation,Strategic Business Analysis,Business,MAN 6726
5398,Muma College of Business,School of Marketing and Innovation,Organizational Strategies for the 21st Century,Business,MAN 6782
5399,Muma College of Business,School of Marketing and Innovation,Selected Topics in Marketing,Business,MAR 2931
5400,Muma College of Business,School of Marketing and Innovation,Basic Marketing,Business,MAR 3023
5401,Muma College of Business,School of Marketing and Innovation,Professional Selling,Business,MAR 3400
5402,Muma College of Business,School of Marketing and Innovation,Marketing Research,Business,MAR 3613
5403,Muma College of Business,School of Marketing and Innovation,Digital Marketing,Business,MAR 3700
5404,Muma College of Business,School of Marketing and Innovation,Marketing Management,Business,MAR 3823
5405,Muma College of Business,School of Marketing and Innovation,International Marketing,Business,MAR 4156
5406,Muma College of Business,School of Marketing and Innovation,Logistics and Physical Distribution Management,Business,MAR 4213
5407,Muma College of Business,School of Marketing and Innovation,Retailing Management,Business,MAR 4231
5408,Muma College of Business,School of Marketing and Innovation,Marketing Communications Management,Business,MAR 4333
5409,Muma College of Business,School of Marketing and Innovation,Sales Management,Business,MAR 4403
5410,Muma College of Business,School of Marketing and Innovation,Advanced Professional Selling,Business,MAR 4415
5411,Muma College of Business,School of Marketing and Innovation,Financial Services Marketing,Business,MAR 4431
5412,Muma College of Business,School of Marketing and Innovation,Buyer Behavior,Business,MAR 4503
5413,Muma College of Business,School of Marketing and Innovation,Healthcare Marketing,Business,MAR 4712
5414,Muma College of Business,School of Marketing and Innovation,Marketing Management Problems,Business,MAR 4824
5415,Muma College of Business,School of Marketing and Innovation,Services Marketing,Business,MAR 4841
5416,Muma College of Business,School of Marketing and Innovation,Independent Research,Business,MAR 4903
5417,Muma College of Business,School of Marketing and Innovation,Independent Study,Business,MAR 4905
5418,Muma College of Business,School of Marketing and Innovation,Undergraduate Research,Business,MAR 4912
5419,Muma College of Business,School of Marketing and Innovation,Selected Topics in Marketing,Business,MAR 4933
5420,Muma College of Business,School of Marketing and Innovation,Marketing Internship/Practicum,Business,MAR 4940
5421,Muma College of Business,School of Marketing and Innovation,Student Consulting,Business,MAR 4941
5422,Muma College of Business,School of Marketing and Innovation,Marketing Honors Thesis,Business,MAR 4970
5423,Muma College of Business,School of Marketing and Innovation,International Marketing Management,Business,MAR 6158
5424,Muma College of Business,School of Marketing and Innovation,Promotional Management,Business,MAR 6336
5425,Muma College of Business,School of Marketing and Innovation,Consumer Behavior Insights,Business,MAR 6508
5426,Muma College of Business,School of Marketing and Innovation,Research for Marketing Managers,Business,MAR 6646
5427,Muma College of Business,School of Marketing and Innovation,Marketing Analytics,Business,MAR 6668
5428,Muma College of Business,School of Marketing and Innovation,Digital Marketing,Business,MAR 6735
5429,Muma College of Business,School of Marketing and Innovation,Marketing Management,Business,MAR 6815
5430,Muma College of Business,School of Marketing and Innovation,Marketing Strategy,Business,MAR 6816
5431,Muma College of Business,School of Marketing and Innovation,Brand Management,Business,MAR 6838
5432,Muma College of Business,School of Marketing and Innovation,Creativity in Marketing,Business,MAR 6839
5433,Muma College of Business,School of Marketing and Innovation,Independent Study,Business,MAR 6907
5434,Muma College of Business,School of Marketing and Innovation,Directed Research,Business,MAR 6916
5435,Muma College of Business,School of Marketing and Innovation,Selected Topics in Marketing,Business,MAR 6936
5436,Muma College of Business,School of Marketing and Innovation,Consumer Behavior Theory,Business,MAR 7555
5437,Muma College of Business,School of Marketing and Innovation,Sensory Marketing,Business,MAR 7578
5438,Muma College of Business,School of Marketing and Innovation,Applied Experimental Methods in Behavioral Science,Business,MAR 7629
5439,Muma College of Business,School of Marketing and Innovation,Advanced Marketing Research: Design and Technique,Business,MAR 7635
5440,Muma College of Business,School of Marketing and Innovation,Marketing Models and Strategy Applications,Business,MAR 7667
5441,Muma College of Business,School of Marketing and Innovation,Marketing Theory and Thought,Business,MAR 7787
5442,Muma College of Business,School of Marketing and Innovation,Independent Study in Marketing,Business,MAR 7910
5443,Muma College of Business,School of Marketing and Innovation,Seminar on Selected Marketing Topics,Business,MAR 7931
5444,Muma College of Business,School of Marketing and Innovation,Executive Issues in Marketing,Business,MAR 7939
5445,Muma College of Business,School of Marketing and Innovation,Dissertation,Business,MAR 7980
5446,Muma College of Business,School of Marketing and Innovation,Supply Chain Management,Business,SCM 3005
5447,Muma College of Business,School of Marketing and Innovation,Global Sourcing,Business,SCM 3144
5448,Muma College of Business,School of Marketing and Innovation,Global Commerce,Business,SCM 4120
5449,Muma College of Business,School of Marketing and Innovation,Logistics and Physical Distribution Management,Business,SCM 4210
5450,Muma College of Business,School of Marketing and Innovation,Supply Chain Analytics,Business,SCM 4420
5451,Muma College of Business,School of Marketing and Innovation,Undergraduate Research,Business,SCM 4912
5452,Muma College of Business,School of Marketing and Innovation,Supply Chain Management Internship,Business,SCM 4941
5453,Muma College of Business,School of Marketing and Innovation,Supply Chain Management Capstone Project,Business,SCM 4950
5454,Muma College of Business,School of Marketing and Innovation,Supply Chain Management,Business,SCM 6006
5455,Muma College of Business,School of Marketing and Innovation,Supply Chain Sustainability,Business,SCM 6169
5456,Muma College of Business,School of Marketing and Innovation,Logistics and Physical Distribution Management,Business,SCM 6200
5457,Muma College of Business,School of Marketing and Innovation,Logistics Systems and Analytics,Business,SCM 6206
5458,Muma College of Business,School of Marketing and Innovation,Seminar in Supply Chain Management,Business,SCM 6935
5459,Muma College of Business,School of Marketing and Innovation,Supply Chain Management Capstone Project,Business,SCM 6955
5460,Muma College of Business,School of Marketing and Innovation,Sport Marketing,Business,SPB 4712
5461,Muma College of Business,School of Marketing and Innovation,Social Media in Sport Marketing,Business,SPB 4717
5462,Muma College of Business,School of Marketing and Innovation,Sport and Entertainment Finance,Business,SPB 6116
5463,Muma College of Business,School of Marketing and Innovation,Sport and Entertainment Law,Business,SPB 6406
5464,Muma College of Business,School of Marketing and Innovation,Sport and Social Issues,Business,SPB 6605
5465,Muma College of Business,School of Marketing and Innovation,Applied Sport and Entertainment Market Research,Business,SPB 6608
5466,Muma College of Business,School of Marketing and Innovation,Sport Business Analytics,Business,SPB 6706
5467,Muma College of Business,School of Marketing and Innovation,Sales and Fundraising in the Sport Industry,Business,SPB 6715
5468,Muma College of Business,School of Marketing and Innovation,Sport/Entertainment Marketing,Business,SPB 6719
5469,Muma College of Business,School of Marketing and Innovation,Global Environment of Sport,Business,SPB 6735
5470,Muma College of Business,School of Marketing and Innovation,Social Media in Sport,Business,SPB 6807
5471,Muma College of Business,School of Marketing and Innovation,Economics of Sport,Business,SPB 6818
5472,Muma College of Business,School of Marketing and Innovation,Seminar in Entertainment Business,Business,SPB 6937
5473,Muma College of Business,School of Marketing and Innovation,Sport and Entertainment Management Internship,Business,SPB 6946
5474,Muma College of Business,School of Marketing and Innovation,Special Projects in Sport and Entertainment Business,Business,SPB 6957
5475,College of The Arts,School of Music,Freshman Composition and Instrumentation 1,Culture,MUC 1211
5476,College of The Arts,School of Music,Freshman Composition and Instrumentation 2,Culture,MUC 1212
5477,College of The Arts,School of Music,Sophomore Composition and Instrumentation 1,Culture,MUC 2221
5478,College of The Arts,School of Music,Sophomore Composition and Instrumentation 2,Culture,MUC 2222
5479,College of The Arts,School of Music,Introduction To Electronic Music,Culture,MUC 2301
5480,College of The Arts,School of Music,Junior Composition and Instrumentation 1,Culture,MUC 3231
5481,College of The Arts,School of Music,Junior Composition and Instrumentation 2,Culture,MUC 3232
5482,College of The Arts,School of Music,Electronic Music-Analog Synthesis I,Culture,MUC 3401
5483,College of The Arts,School of Music,Electronic Music-Analog Synthesis II,Culture,MUC 3402
5484,College of The Arts,School of Music,Electronic Music-Digital Synthesis I,Culture,MUC 3441
5485,College of The Arts,School of Music,Electronic Music-Digital Synthesis II,Culture,MUC 3442
5486,College of The Arts,School of Music,Senior Composition and Instrumentation,Culture,MUC 4241
5487,College of The Arts,School of Music,Electronic Music-Real-Time Performance I,Culture,MUC 4403
5488,College of The Arts,School of Music,Electronic Music-Real-Time Performance II,Culture,MUC 4404
5489,College of The Arts,School of Music,Senior Recital/Project/Portfolio Presentation,Culture,MUC 4950
5490,College of The Arts,School of Music,Jazz Composition,Culture,MUC 5625
5491,College of The Arts,School of Music,Composition,Culture,MUC 6251
5492,College of The Arts,School of Music,Electronic Music/Analog/Digital Systems Research I,Culture,MUC 6444
5493,College of The Arts,School of Music,Electronic Music/Analog/Digital Systems Research II,Culture,MUC 6445
5494,College of The Arts,School of Music,Jazz Composition,Culture,MUC 6626
5495,College of The Arts,School of Music,Seminar in Jazz Compositional Styles,Culture,MUC 6930
5496,College of The Arts,School of Music,Keyboard Skills for Music Educators I,Culture,MUE 1111
5497,College of The Arts,School of Music,Keyboard Skills for Music Educators II,Culture,MUE 1121
5498,College of The Arts,School of Music,Foundations of Music Education,Culture,MUE 2090
5499,College of The Arts,School of Music,Creative Performance Chamber Ensemble,Culture,MUE 3414
5500,College of The Arts,School of Music,Creative Performance Chamber Ensemble II,Culture,MUE 3415
5501,College of The Arts,School of Music,Choral Techniques,Culture,MUE 3421
5502,College of The Arts,School of Music,Wind Techniques,Culture,MUE 3422
5503,College of The Arts,School of Music,String Techniques,Culture,MUE 3423
5504,College of The Arts,School of Music,Progressive Music Education Methods I,Culture,MUE 3424
5505,College of The Arts,School of Music,Progressive Music Education Methods II,Culture,MUE 3425
5506,College of The Arts,School of Music,Percussion Techniques,Culture,MUE 3475
5507,College of The Arts,School of Music,Introduction to Technology for Music Educators,Culture,MUE 3691
5508,College of The Arts,School of Music,General Music Methods,Culture,MUE 4311
5509,College of The Arts,School of Music,Choral Methods,Culture,MUE 4331
5510,College of The Arts,School of Music,Instrumental Methods,Culture,MUE 4332
5511,College of The Arts,School of Music,Marching Band Methods,Culture,MUE 4480
5512,College of The Arts,School of Music,Global Music Pedagogy in Local Context,Culture,MUE 4854C
5513,College of The Arts,School of Music,Senior Seminar in Music Education,Culture,MUE 4936
5514,College of The Arts,School of Music,Internship: Music Education,Culture,MUE 4940
5515,College of The Arts,School of Music,Global Awareness Music Education Internship,Culture,MUE 4941
5516,College of The Arts,School of Music,"Music, Medicine, & Myths",Culture,MUE 6097
5517,College of The Arts,School of Music,Learner-Centered Approaches in Music Education I,Culture,MUE 6428
5518,College of The Arts,School of Music,Learner-Centered Approaches in Music Education II,Culture,MUE 6429
5519,College of The Arts,School of Music,Research Design & Methods in Music Education,Culture,MUE 6785
5520,College of The Arts,School of Music,Literature Review in Music Education,Culture,MUE 6787
5521,College of The Arts,School of Music,Research Data Collection in Music Education,Culture,MUE 6788
5522,College of The Arts,School of Music,Research Report Writing in Music Education,Culture,MUE 6789
5523,College of The Arts,School of Music,Measurement & Evaluation in Music,Culture,MUE 7746
5524,College of The Arts,School of Music,Creativity Conceptions,Culture,MUE 7748
5525,College of The Arts,School of Music,Qualitative Methods of Music Education,Culture,MUE 7786
5526,College of The Arts,School of Music,Social Psychology of Music,Culture,MUE 7815
5527,College of The Arts,School of Music,Music Cognition,Culture,MUE 7816
5528,College of The Arts,School of Music,Statistics for Music Educators I,Culture,MUE 7825
5529,College of The Arts,School of Music,Statistics for Music Educators II,Culture,MUE 7826
5530,College of The Arts,School of Music,Philosophical and Historical Issues in Music Education,Culture,MUE 7835
5531,College of The Arts,School of Music,Seminar on Music in Higher Education,Culture,MUE 7935
5532,College of The Arts,School of Music,Special Topics in Music Education,Culture,MUE 7937
5533,College of The Arts,School of Music,Center for Music Education Research Seminar,Culture,MUE 7939
5534,College of The Arts,School of Music,Dissertation,Culture,MUE 7980
5535,College of The Arts,School of Music,Basic Conducting,Culture,MUG 3104
5536,College of The Arts,School of Music,Advanced Conducting,Culture,MUG 3108
5537,College of The Arts,School of Music,Instrumental Conducting,Culture,MUG 4302
5538,College of The Arts,School of Music,Advanced Choral Conducting,Culture,MUG 6205
5539,College of The Arts,School of Music,Advanced Wind Conducting I,Culture,MUG 6307
5540,College of The Arts,School of Music,Advanced Wind Conducting II,Culture,MUG 6308
5541,College of The Arts,School of Music,Advanced Orchestral Conducting I,Culture,MUG 6309
5542,College of The Arts,School of Music,Advanced Orchestral Conducting II,Culture,MUG 6315
5543,College of The Arts,School of Music,Advanced Choral Techniques,Culture,MUG 6930
5544,College of The Arts,School of Music,The History of Blues and Rock,Culture,MUH 2020
5545,College of The Arts,School of Music,Folk and Traditional Music of World Cultures,Culture,MUH 2051
5546,College of The Arts,School of Music,Survey of Jazz,Culture,MUH 3016
5547,College of The Arts,School of Music,Music History/Medieval and Renaissance,Culture,MUH 3300
5548,College of The Arts,School of Music,Music History/Baroque and Classic,Culture,MUH 3301
5549,College of The Arts,School of Music,Music History/Romantic and 20th Century,Culture,MUH 3302
5550,College of The Arts,School of Music,History of Musical Instruments,Culture,MUH 4003
5551,College of The Arts,School of Music,Intercultural Music in the Twentieth Century,Culture,MUH 4058
5552,College of The Arts,School of Music,History of Jazz,Culture,MUH 4801
5553,College of The Arts,School of Music,Intercultural Music in the 20th & 21st Centuries,Culture,MUH 6057
5554,College of The Arts,School of Music,The History of Blues and Rock,Culture,MUH 6376
5555,College of The Arts,School of Music,Music and Culture,Culture,MUL 2010
5556,College of The Arts,School of Music,Issues In Music,Culture,MUL 3001
5557,College of The Arts,School of Music,Western Art Music in Your Life,Culture,MUL 3011
5558,College of The Arts,School of Music,Vocal Literature - Undergraduate,Culture,MUL 3600
5559,College of The Arts,School of Music,Twentieth Century Music Literature,Culture,MUL 6375
5560,College of The Arts,School of Music,Keyboard Repertory I,Culture,MUL 6410
5561,College of The Arts,School of Music,Keyboard Repertory II,Culture,MUL 6411
5562,College of The Arts,School of Music,Symphonic Literature,Culture,MUL 6505
5563,College of The Arts,School of Music,Band/Wind Ensemble Literature,Culture,MUL 6555
5564,College of The Arts,School of Music,Chamber Music Literature,Culture,MUL 6565
5565,College of The Arts,School of Music,Song Literature,Culture,MUL 6624
5566,College of The Arts,School of Music,Choral Literature 1500-1800,Culture,MUL 6655
5567,College of The Arts,School of Music,Choral Literature 1800-present,Culture,MUL 6656
5568,College of The Arts,School of Music,Contemporary Music Career Issues,Culture,MUM 6006
5569,College of The Arts,School of Music,University Pep Band and Winter Guard,Culture,MUN 1100
5570,College of The Arts,School of Music,University Marching Band,Culture,MUN 1110
5571,College of The Arts,School of Music,Concert Band,Culture,MUN 1120
5572,College of The Arts,School of Music,Tuba-Euphonium Ensemble,Culture,MUN 1439
5573,College of The Arts,School of Music,Marching Ensemble for Experienced Members,Culture,MUN 3113
5574,College of The Arts,School of Music,Symphonic Band,Culture,MUN 3133
5575,College of The Arts,School of Music,Wind Ensemble,Culture,MUN 3143
5576,College of The Arts,School of Music,University Orchestra,Culture,MUN 3213
5577,College of The Arts,School of Music,University Singers,Culture,MUN 3313
5578,College of The Arts,School of Music,Singing Stampede,Culture,MUN 3333
5579,College of The Arts,School of Music,Chamber Singers,Culture,MUN 3343
5580,College of The Arts,School of Music,University-Community Chorus,Culture,MUN 3383
5581,College of The Arts,School of Music,String Quartet,Culture,MUN 3411
5582,College of The Arts,School of Music,Woodwind Quintet,Culture,MUN 3424
5583,College of The Arts,School of Music,Flute Choir,Culture,MUN 3427
5584,College of The Arts,School of Music,Brass Quintet,Culture,MUN 3431
5585,College of The Arts,School of Music,Brass Choir,Culture,MUN 3433
5586,College of The Arts,School of Music,Percussion Ensemble,Culture,MUN 3443
5587,College of The Arts,School of Music,Marimba Ensemble,Culture,MUN 3444
5588,College of The Arts,School of Music,Piano Ensemble,Culture,MUN 3453
5589,College of The Arts,School of Music,Collegium Musicum,Culture,MUN 3474
5590,College of The Arts,School of Music,Jazz Ensemble,Culture,MUN 3713
5591,College of The Arts,School of Music,Jazz Chamber Ensemble,Culture,MUN 3714
5592,College of The Arts,School of Music,Wind Ensemble,Culture,MUN 6145
5593,College of The Arts,School of Music,University Orchestra,Culture,MUN 6215
5594,College of The Arts,School of Music,University Singers,Culture,MUN 6315
5595,College of The Arts,School of Music,Chamber Singers,Culture,MUN 6345
5596,College of The Arts,School of Music,University-Community Chorus,Culture,MUN 6385
5597,College of The Arts,School of Music,String Quartet,Culture,MUN 6416
5598,College of The Arts,School of Music,Woodwind Quintet,Culture,MUN 6429
5599,College of The Arts,School of Music,Brass Choir,Culture,MUN 6435
5600,College of The Arts,School of Music,Percussion Ensemble,Culture,MUN 6445
5601,College of The Arts,School of Music,Marimba Ensemble,Culture,MUN 6446
5602,College of The Arts,School of Music,Piano Ensemble,Culture,MUN 6455
5603,College of The Arts,School of Music,Collegium Musicum,Culture,MUN 6477
5604,College of The Arts,School of Music,Jazz Ensemble,Culture,MUN 6715
5605,College of The Arts,School of Music,Jazz Chamber Ensemble,Culture,MUN 6716
5606,College of The Arts,School of Music,Opera Workshop,Culture,MUO 3503
5607,College of The Arts,School of Music,Opera Workshop,Culture,MUO 6505
5608,College of The Arts,School of Music,Recital Attendance,Culture,MUS 2010
5609,College of The Arts,School of Music,Language Diction For Singers,Culture,MUS 2201
5610,College of The Arts,School of Music,Music and Medicine,Culture,MUS 4652
5611,College of The Arts,School of Music,Fit to Play- mind body music,Culture,MUS 4801
5612,College of The Arts,School of Music,Directed Reading in Music Performance Medicine,Culture,MUS 4900
5613,College of The Arts,School of Music,Directed Study,Culture,MUS 4905
5614,College of The Arts,School of Music,Selected Topics In Music,Culture,MUS 4930
5615,College of The Arts,School of Music,Selected Studio Topics In Music,Culture,MUS 4931
5616,College of The Arts,School of Music,Music Senior Seminar,Culture,MUS 4935
5617,College of The Arts,School of Music,Music Performance Senior Recital,Culture,MUS 4954C
5618,College of The Arts,School of Music,Directed Study,Culture,MUS 5905
5619,College of The Arts,School of Music,Techniques of Research in Music & Music Education,Culture,MUS 6793
5620,College of The Arts,School of Music,Fit to Play: Mind-Body Integration for Musician,Culture,MUS 6806
5621,College of The Arts,School of Music,Independent Study,Culture,MUS 6906
5622,College of The Arts,School of Music,Directed Research,Culture,MUS 6910
5623,College of The Arts,School of Music,Thesis: Master's,Culture,MUS 6971
5624,College of The Arts,School of Music,Graduate Recital,Culture,MUS 6976
5625,College of The Arts,School of Music,Rudiments Of Music,Culture,MUT 1001
5626,College of The Arts,School of Music,Music Theory I,Culture,MUT 1111
5627,College of The Arts,School of Music,Music Theory II,Culture,MUT 1112
5628,College of The Arts,School of Music,Aural Theory I,Culture,MUT 1241
5629,College of The Arts,School of Music,Aural Theory II,Culture,MUT 1242
5630,College of The Arts,School of Music,Music Theory III,Culture,MUT 2116
5631,College of The Arts,School of Music,Music Theory IV,Culture,MUT 2117
5632,College of The Arts,School of Music,Aural Theory III,Culture,MUT 2246
5633,College of The Arts,School of Music,Aural Theory IV,Culture,MUT 2247
5634,College of The Arts,School of Music,Jazz Theory and Improvisation I,Culture,MUT 2641
5635,College of The Arts,School of Music,Jazz Theory and Improvisation II,Culture,MUT 2642
5636,College of The Arts,School of Music,Jazz Composition and Arranging I,Culture,MUT 3353
5637,College of The Arts,School of Music,Jazz Composition And Arranging II,Culture,MUT 3354
5638,College of The Arts,School of Music,Advanced Jazz Improvisation I,Culture,MUT 3663
5639,College of The Arts,School of Music,Advanced Jazz Improvisation II,Culture,MUT 3664
5640,College of The Arts,School of Music,Eighteenth Century Practice,Culture,MUT 4421
5641,College of The Arts,School of Music,Twentieth Century Practice,Culture,MUT 4571
5642,College of The Arts,School of Music,Form and Analysis,Culture,MUT 4611
5643,College of The Arts,School of Music,Analysis of 18th and 19th Century Music,Culture,MUT 6545
5644,College of The Arts,School of Music,Analysis of Twentieth Century Music,Culture,MUT 6575
5645,College of The Arts,School of Music,Critical Analysis-History,Culture,MUT 6586
5646,College of The Arts,School of Music,Seminar Jazz Styles and Analysis,Culture,MUT 6665
5647,College of The Arts,School of Music,Trumpet Principal,Culture,MVB 1311
5648,College of The Arts,School of Music,French Horn Principal,Culture,MVB 1312
5649,College of The Arts,School of Music,Trombone Principal,Culture,MVB 1313
5650,College of The Arts,School of Music,Euphonium Principal,Culture,MVB 1314
5651,College of The Arts,School of Music,Tuba Principal,Culture,MVB 1315
5652,College of The Arts,School of Music,Trumpet Major,Culture,MVB 1411
5653,College of The Arts,School of Music,French Horn Major,Culture,MVB 1412
5654,College of The Arts,School of Music,Trombone Major,Culture,MVB 1413
5655,College of The Arts,School of Music,Euphonium Major,Culture,MVB 1414
5656,College of The Arts,School of Music,Tuba Major,Culture,MVB 1415
5657,College of The Arts,School of Music,Trumpet Principal,Culture,MVB 2321
5658,College of The Arts,School of Music,French Horn Principal,Culture,MVB 2322
